"","top.profits.1","top.profits.2","top.profits.3"
"1",-1484.52621967484,-85.2054754858455,700.511067986088
"2",1374.09680902227,463.269968969085,158.582893219731
"3",-714.134171447386,1532.8878536952,1089.54517022011
"4",947.921889316365,931.348224121688,1375.8767121013
"5",2259.61988522392,428.020684699792,2752.9495617625
"6",1622.8342935305,-955.816447585372,1099.44273187564
"7",1520.50690786793,1794.02200477912,2029.3541333054
"8",126.68308422181,1349.98321988847,510.345867172251
"9",693.977861801663,588.881287543372,2076.73445278142
"10",-411.061173953731,641.217688118002,270.966323843557
"11",2015.53391320374,776.020420960689,626.389878075988
"12",372.290933571277,1785.56653638741,316.371019024686
"13",1765.09015086171,2321.82061513264,434.658586813448
"14",288.440783940918,2092.27870668744,1029.71300511674
"15",3734.61301699371,1154.60268711638,2249.82053445641
"16",86.3115639426742,-308.766720081405,61.5376352939056
"17",2221.93670974543,1261.68365430114,1307.0668655928
"18",883.332311132292,533.542177144138,3036.28173606617
"19",728.224597537768,35.9032233717789,1033.75974502807
"20",1189.96783129309,1809.47629019244,2347.56988991623
"21",1018.37858132696,1754.53735958691,-491.40128049906
"22",1665.96966640255,3302.54407743652,2417.31037737995
"23",1072.1914444362,-200.827548251675,934.893101022026
"24",-246.082215156548,825.243422334586,214.19293952812
"25",558.043099956667,1298.19952590568,1441.77581432661
"26",-110.694941066327,-970.892080090052,592.274781407197
"27",133.549252088205,341.210872344122,1656.09336574192
"28",207.014689002062,1727.61206035221,1282.62486288235
"29",2094.19208910185,1056.09620727926,691.94324440707
"30",-117.790669128655,-1005.4574903683,2911.42379954553
"31",2241.77772256375,838.179475706131,-85.9004484994366
"32",680.599286663604,622.267083288258,277.486421560619
"33",477.885848549146,397.187898624765,2197.82767818498
"34",1362.30464329349,696.28597748233,1663.50264296242
"35",1728.55274612599,642.402210040276,472.345114496486
"36",-156.419600682741,1617.53458223718,1608.5779163122
"37",-481.029652638299,1006.38133069179,970.872308962795
"38",-1348.62321765793,-0.168367994136133,1602.3637908798
"39",1888.74287657818,921.046749580262,790.826144308508
"40",-138.001964128103,911.722712080116,3913.95308469871
"41",-2531.09871302439,1426.13933771142,1254.12328496441
"42",252.267290283289,922.75190975399,1107.27081550108
"43",-540.853627798382,939.571705548313,-419.908020763003
"44",518.60634152179,39.847358105495,857.483052393558
"45",202.69605210022,986.030105729169,1555.45049645536
"46",2391.80133903515,2018.81524674844,61.1817903230822
"47",697.532059761425,1264.65092258775,2963.17540718755
"48",871.37616878908,29.5681639612485,407.181106429305
"49",147.281489421421,-1092.47060059501,1954.92171803307
"50",140.598037494416,-209.684508557968,2202.74401525327
